"메인 키","기관 코드","유형1","유형2","대표 기관명","전체 기관명","최하위 기관명","대표 전화번호","새 우편번호","지번 주소","도로명 주소","행정 시","행정 구","행정 동"
"BE_LiST31-0238","3130056","지자체","8읍면동_동","서울특별시","서울특별시 마포구 합정동주민센터","합정동주민센터","02-3153-6770","04019","","서울특별시 마포구 동교로8길 58 (합정동)","서울특별시","마포구","합정동"
"BE_LiST31-0239","3120057","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 남가좌1동주민센터","남가좌1동주민센터","02-330-8135","03712","","서울특별시 서대문구 수색로2길48 (남가좌동)","서울특별시","서대문구","남가좌1동"
"BE_LiST31-0240","3120058","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 남가좌2동주민센터","남가좌2동주민센터","02-330-8137","03665","","서울특별시 서대문구 증가로10길28 (남가좌동)","서울특별시","서대문구","남가좌2동"
"BE_LiST31-0241","3120059","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 북가좌1동주민센터","북가좌1동주민센터","02-330-8139","03709","","서울특별시 서대문구 수색로100-55 (북가좌동)","서울특별시","서대문구","천연동"
"BE_LiST31-0242","3120060","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 북가좌2동주민센터","북가좌2동주민센터","02-330-8141","03678","","서울특별시 서대문구 응암로1길10 (북가좌동)","서울특별시","서대문구","북가좌2동"
"BE_LiST31-0243","3120127","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 북아현동주민센터","북아현동주민센터","02-330-8105","03756","","서울특별시 서대문구 이화여대길92-8 (대현동)","서울특별시","서대문구","신촌동"
"BE_LiST31-0244","3120128","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 신촌동주민센터","신촌동주민센터","02-330-8111","03765","","서울특별시 서대문구 이화여대길92-8 (대현동)","서울특별시","서대문구","신촌동"
"BE_LiST31-0245","3120129","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 연희동주민센터","연희동주민센터","02-330-8115","03697","","서울특별시 서대문구 연희로189 (연희동)","서울특별시","서대문구","연희동"
"BE_LiST31-0246","3120040","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 천연동주민센터","천연동주민센터","02-330-8103","03743","","서울특별시 서대문구 성산로694","서울특별시","서대문구","천연동"
"BE_LiST31-0247","3120126","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 충현동주민센터","충현동주민센터","02-330-8101","03748","","서울특별시 서대문구 북아현로22길38 (북아현동)","서울특별시","서대문구","충현동"
"BE_LiST31-0248","3120054","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 홍은1동주민센터","홍은1동주민센터","02-330-8129","03604","","서울특별시 서대문구 홍은중앙로85 (홍은동)","서울특별시","서대문구","홍은1동"
"BE_LiST31-0249","3120132","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 홍은2동주민센터","홍은2동주민센터","02-330-8133","03658","","서울특별시 서대문구 모래내로334 (홍은동)","서울특별시","서대문구","홍은2동"
"BE_LiST31-0250","3120050","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 홍제1동주민센터","홍제1동주민센터","02-330-8121","03646","","서울특별시 서대문구 통일로435-1 (홍제동)","서울특별시","종로구","무악동"
"BE_LiST31-0251","3120131","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 홍제2동주민센터","홍제2동주민센터","02-330-8127","03632","","서울특별시 서대문구 통일로34길27 (홍제동)","서울특별시","서대문구","홍제2동"
"BE_LiST31-0252","3120052","지자체","8읍면동_동","서울특별시","서울특별시 서대문구 홍제3동주민센터","홍제3동주민센터","02-330-8125","03622","","서울특별시 서대문구 세검정로4길32 (홍제동)","서울특별시","서대문구","홍제3동"
"BE_LiST31-0516","6110574","지자체","소방_소방서","서울특별시","서울특별시 용산소방서","용산소방서","02-796-6361","04375","","서울특별시 용산구 한강대로 167","서울특별시","용산구","한강로동"
"BE_LiST31-0002","3220000","지자체","5시군구_구","서울특별시","서울특별시 강남구청","강남구청","02-3423-6000","06090","","서울특별시 강남구 학동로 426","서울특별시","강남구","삼성2동"
"BE_LiST31-0003","3240000","지자체","5시군구_구","서울특별시","서울특별시 강동구청","강동구청","02-3425-5000","05397","","서울특별시 강동구 성내로 25 (성내동)","서울특별시","강동구","성내1동"
"BE_LiST31-0004","3080000","지자체","5시군구_구","서울특별시","서울특별시 강북구청","강북구청","02-901-6301","01071","","서울특별시 강북구 도봉로89길 13","서울특별시","강북구","수유3동"
"BE_LiST31-0005","3150000","지자체","5시군구_구","서울특별시","서울특별시 강서구청","강서구청","02-2600-6114","07658","","서울특별시 강서구 화곡로 302 (화곡동)","서울특별시","강서구","화곡6동"
"BE_LiST31-0006","3200000","지자체","5시군구_구","서울특별시","서울특별시 관악구청","관악구청","02-879-6000","08832","","서울특별시 관악구 관악로 145","서울특별시","관악구","청룡동"
"BE_LiST31-0007","3040000","지자체","5시군구_구","서울특별시","서울특별시 광진구청","광진구청","02-450-1114","05026","","서울특별시 광진구 자양로 117 (자양동)","서울특별시","광진구","자양1동"
"BE_LiST31-0008","3160000","지자체","5시군구_구","서울특별시","서울특별시 구로구청","구로구청","02-860-2330","08284","","서울특별시 구로구 가마산로 245 (구로동)","서울특별시","구로구","구로2동"
"BE_LiST31-0009","3170000","지자체","5시군구_구","서울특별시","서울특별시 금천구청","금천구청","02-890-2300","08611","","서울특별시 금천구 시흥대로73길 70 (시흥동)","서울특별시","금천구","시흥1동"
"BE_LiST31-0010","3100000","지자체","5시군구_구","서울특별시","서울특별시 노원구청","노원구청","02-2116-3114","01689","","서울특별시 노원구 노해로 437 (상계동)","서울특별시","노원구","상계6.7동"
"BE_LiST31-0011","3090000","지자체","5시군구_구","서울특별시","서울특별시 도봉구청","도봉구청","02-2091-2091","01331","","서울특별시 도봉구 마들로 656 (방학동)","서울특별시","도봉구","방학1동"
"BE_LiST31-0012","3050000","지자체","5시군구_구","서울특별시","서울특별시 동대문구청","동대문구청","02-2127-5000","02565","","서울특별시 동대문구 천호대로 145 (용두동)","서울특별시","동대문구","용신동"
"BE_LiST31-0013","3190000","지자체","5시군구_구","서울특별시","서울특별시 동작구청","동작구청","02-820-1114","06928","","서울특별시 동작구 장승배기로 161","서울특별시","동작구","노량진2동"
"BE_LiST31-0014","3130000","지자체","5시군구_구","서울특별시","서울특별시 마포구청","마포구청","02-3153-8114","03937","","서울특별시 마포구 월드컵로 212 (성산동)","서울특별시","마포구","성산2동"
"BE_LiST31-0015","3120000","지자체","5시군구_구","서울특별시","서울특별시 서대문구청","서대문구청","02-330-1114","03718","","서울특별시 서대문구 연희로248 (연희동)","서울특별시","서대문구","연희동"
"BE_LiST31-0016","3060000","지자체","5시군구_구","서울특별시","서울특별시 중랑구청","중랑구청","02-2094-2094","02043","","서울특별시 중랑구 봉화산로 179 (신내동)","서울특별시","중랑구","신내2동"
"BE_LiST31-0017","3210000","지자체","5시군구_구","서울특별시","서울특별시 서초구청","서초구청","02-2155-6100","06750","","서울특별시 서초구 남부순환로 2584","서울특별시","서초구","서초2동"
"BE_LiST31-0018","3030000","지자체","5시군구_구","서울특별시","서울특별시 성동구청","성동구청","02-2286-5114","04750","","서울특별시 성동구 고산자로 270 (행당동)","서울특별시","성동구","행당1동"
"BE_LiST31-0019","3070000","지자체","5시군구_구","서울특별시","서울특별시 성북구청","성북구청","02-2241-3300","02848","","서울특별시 성북구 보문로 168 (삼선동)","서울특별시","성북구","삼선동"
"BE_LiST31-0020","3230000","지자체","5시군구_구","서울특별시","서울특별시 송파구청","송파구청","02-2147-2000","05552","","서울특별시 올림픽로 326 (신천동)","서울특별시","송파구","잠실6동"
"BE_LiST31-0021","3140000","지자체","5시군구_구","서울특별시","서울특별시 양천구청","양천구청","02-2650-3300","08095","","서울특별시 양천구 목동동로 105 (신정동)","서울특별시","양천구","신정6동"
"BE_LiST31-0022","3180000","지자체","5시군구_구","서울특별시","서울특별시 영등포구청","영등포구청","02-2670-3000","07260","","서울특별시 영등포구 당산로 123 (당산동3가)","서울특별시","영등포구","당산1동"
"BE_LiST31-0023","3020000","지자체","5시군구_구","서울특별시","서울특별시 용산구청","용산구청","02-2199-6114","04390","","서울특별시 용산구 녹사평대로 150 (이태원동)","서울특별시","용산구","이태원1동"
"BE_LiST31-0024","3110000","지자체","5시군구_구","서울특별시","서울특별시 은평구청","은평구청","02-351-8000","03384","","서울특별시 은평구 은평로 195 (녹번동)","서울특별시","은평구","녹번동"
"BE_LiST31-0025","3000000","지자체","5시군구_구","서울특별시","서울특별시 종로구청","종로구청","02-2148-1111","03153","","서울특별시 종로구 삼봉로43","서울특별시","종로구","종로1.2.3.4가동"
"BE_LiST31-0026","3010000","지자체","5시군구_구","서울특별시","서울특별시 중구청","중구청","02-3396-4114","04558","","서울특별시 중구 창경궁로 17 (예관동)","서울특별시","중구","광희동"
"BE_LiST31-0027","3220057","지자체","8읍면동_동","서울특별시","서울특별시 강남구 개포1동주민센터","개포1동주민센터","02-3423-7670","06321","","서울특별시 강남구 개포로 310-17","서울특별시","강남구","개포1동"
"BE_LiST31-0028","3220058","지자체","8읍면동_동","서울특별시","서울특별시 강남구 개포2동주민센터","개포2동주민센터","02-3423-7770","06328","","서울특별시 강남구 개포로 511","서울특별시","강남구","개포2동"
"BE_LiST31-0029","3220060","지자체","8읍면동_동","서울특별시","서울특별시 강남구 개포4동주민센터","개포4동주민센터","02-3423-7870","06309","","서울특별시 강남구 개포로38길 12","서울특별시","강남구","개포4동"
"BE_LiST31-0030","3220041","지자체","8읍면동_동","서울특별시","서울특별시 강남구 논현1동주민센터","논현1동주민센터","02-3423-7420","06115","","서울특별시 강남구 학동로20길 25","서울특별시","강남구","논현1동"
"BE_LiST31-0031","3220042","지자체","8읍면동_동","서울특별시","서울특별시 강남구 논현2동주민센터","논현2동주민센터","02-3423-7520","06058","","서울특별시 강남구 학동로43길 17","서울특별시","강남구","논현2동"
"BE_LiST31-0484","3000034","지자체","보건_보건소","서울특별시","서울특별시 종로구 보건소","보건소","02-2148-3520","03153","","서울특별시 종로구 자하문로 19길 36","서울특별시","종로구","청운효자동"
"BE_LiST31-0253","3060056","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 망우3동주민센터","망우3동주민센터","02-2094-6520","02173","","서울특별시 중랑구 용마산로 461 (망우동)","서울특별시","중랑구","망우3동"
"BE_LiST31-0254","3060125","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 망우본동주민센터","망우본동주민센터","02-2094-6480","02066","","서울특별시 중랑구 망우로67길 10 (망우동)","서울특별시","중랑구","망우본동"
"BE_LiST31-0255","3060040","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 면목2동주민센터","면목2동주민센터","02-2094-6040","02130","","서울특별시 중랑구 동일로101길 20-15 (면목동)","서울특별시","중랑구","면목2동"
"BE_LiST31-0256","3060042","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 면목4동주민센터","면목4동주민센터","02-2094-6120","02254","","서울특별시 중랑구 면목로 246 (면목동)","서울특별시","중랑구","면목4동"
"BE_LiST31-0257","3060043","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 면목5동주민센터","면목5동주민센터","02-2094-6160","02231","","서울특별시 중랑구 동일로 619 (면목동)","서울특별시","중랑구","면목5동"
"BE_LiST31-0258","3060045","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 면목7동주민센터","면목7동주민센터","02-2094-6200","02252","","서울특별시 중랑구 면목로 298 (면목동)","서울특별시","중랑구","면목7동"
"BE_LiST31-0259","3060123","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 면목본동주민센터","면목본동주민센터","02-2094-6000","02219","","서울특별시 중랑구 면목로 397 (면목동)","서울특별시","중랑구","면목본동"
"BE_LiST31-0260","3060127","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 면목제3.8동주민센터","면목제3.8동주민센터","02-2094-6080","02221","","서울특별시 중랑구 사가정로51길 48 (면목동)","서울특별시","중랑구","면목제3.8동"
"BE_LiST31-0261","3060052","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 묵1동주민센터","묵1동주민센터","02-2094-6400","02034","","서울특별시 중랑구 공릉로2가길 5 (묵동)","서울특별시","중랑구","묵1동"
"BE_LiST31-0262","3060053","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 묵2동주민센터","묵2동주민센터","02-2094-6440","02008","","서울특별시 중랑구 동일로157길 29 (묵동)","서울특별시","중랑구","묵2동"
"BE_LiST31-0263","3060047","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 상봉1동주민센터","상봉1동주민센터","02-2094-6240","02091","","서울특별시 중랑구 상봉중앙로1길 6 (상봉동)","서울특별시","중랑구","상봉1동"
"BE_LiST31-0264","3060048","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 상봉2동주민센터","상봉2동주민센터","02-2094-6280","02139","","서울특별시 중랑구 봉우재로 93-5 (상봉동)","서울특별시","중랑구","상봉2동"
"BE_LiST31-0265","3060057","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 신내1동주민센터","신내1동주민센터","02-2094-6560","02068","","서울특별시 중랑구 용마산로129나길 35 (신내동)","서울특별시","중랑구","신내1동"
"BE_LiST31-0266","3060058","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 신내2동주민센터","신내2동주민센터","02-2094-6600","02026","","서울특별시 중랑구 봉화산로 190 (신내동)","서울특별시","중랑구","신내2동"
"BE_LiST31-0267","3060049","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 중화1동주민센터","중화1동주민센터","02-2094-6320","02088","","서울특별시 중랑구 동일로134길 17 (중화동)","서울특별시","중랑구","중화1동"
"BE_LiST31-0268","3060050","지자체","8읍면동_동","서울특별시","서울특별시 중랑구 중화2동주민센터","중화2동주민센터","02-2094-6360","02016","","서울특별시 중랑구 봉화산로3길 28 (중화동)","서울특별시","중랑구","중화2동"
"BE_LiST31-0269","3210057","지자체","8읍면동_동","서울특별시","서울특별시 서초구 내곡동주민센터","내곡동주민센터","02-2155-7934","06793","","서울특별시 서초구 염곡말길 9 (염곡동)","서울특별시","서초구","내곡동"
"BE_LiST31-0270","3210046","지자체","8읍면동_동","서울특별시","서울특별시 서초구 반포1동주민센터","반포1동주민센터","02-2155-7608","06544","","서울특별시 서초구 사평대로 273","서울특별시","서초구","반포1동"
"BE_LiST31-0271","3210047","지자체","8읍면동_동","서울특별시","서울특별시 서초구 반포2동주민센터","반포2동주민센터","02-2155-7626","06504","","서울특별시 서초구 신반포로15길 16","서울특별시","서초구","반포2동"
"BE_LiST31-0272","3210048","지자체","8읍면동_동","서울특별시","서울특별시 서초구 반포3동주민센터","반포3동주민센터","02-2155-7665","06510","","서울특별시 서초구 신반포로23길 78","서울특별시","서초구","반포3동"
"BE_LiST31-0273","3210049","지자체","8읍면동_동","서울특별시","서울특별시 서초구 반포4동주민센터","반포4동주민센터","02-2155-7701","06577","","서울특별시 서초구 사평대로28길","서울특별시","서초구","서초2동"
"BE_LiST31-0274","3210045","지자체","8읍면동_동","서울특별시","서울특별시 서초구 반포본동주민센터","반포본동주민센터","02-2155-7608","06548","","서울특별시 서초구 신반포로 10","서울특별시","서초구","반포본동"
"BE_LiST31-0453","6110987","지자체","도서관","서울특별시","서울특별시 서울시립대학교 중앙도서관","중앙도서관","02-6490-6525","02504","","서울특별시 동대문구 서울시립대로 163","서울특별시","동대문구","휘경2동"
"BE_LiST31-0369","3180046","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 당산1동주민센터","당산1동주민센터","02-2670-1104","07259","","서울특별시 영등포구 양산로23길 11","서울특별시","영등포구","당산1동"
"BE_LiST31-0370","3180047","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 당산2동주민센터","당산2동주민센터","02-2670-1129","07222","","서울특별시 영등포구 당산로235","서울특별시","영등포구","당산2동"
"BE_LiST31-0371","3180061","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 대림1동주민센터","대림1동주민센터","02-2670-1379","07428","","서울특별시 영등포구 디지털로 441","서울특별시","영등포구","대림1동"
"BE_LiST31-0372","3180062","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 대림2동주민센터","대림2동주민센터","02-2670-1399","07419","","서울특별시 영등포구 대림로23길 25","서울특별시","영등포구","대림2동"
"BE_LiST31-0373","3180063","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 대림3동주민센터","대림3동주민센터","02-2670-1424","07412","","서울특별시 영등포구 대림로197","서울특별시","영등포구","대림3동"
"BE_LiST31-0374","3180154","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 도림동주민센터","도림동주민센터","02-2670-1154","07373","","서울특별시 영등포구 도영로7길 10","서울특별시","영등포구","도림동"
"BE_LiST31-0375","3180155","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 문래동주민센터","문래동주민센터","02-2670-1174","07297","","서울특별시 영등포구 문래로28길 15","서울특별시","영등포구","문래동"
"BE_LiST31-0376","3180054","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 신길1동주민센터","신길1동주민센터","02-2670-1239","07356","","서울특별시 영등포구 영등포로84길 24-5","서울특별시","영등포구","신길1동"
"BE_LiST31-0377","3180056","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 신길3동주민센터","신길3동주민센터","02-2670-1456","07384","","서울특별시 영등포구 신길로41라길 13-8","서울특별시","영등포구","신길3동"
"BE_LiST31-0378","3180057","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 신길4동주민센터","신길4동주민센터","02-2670-1284","07347","","서울특별시 영등포구 신길로42길1","서울특별시","영등포구","신길4동"
"BE_LiST31-0379","3180058","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 신길5동주민센터","신길5동주민센터","02-2670-1302","07398","","서울특별시 영등포구 도림로 264","서울특별시","영등포구","신길5동"
"BE_LiST31-0380","3180059","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 신길6동주민센터","신길6동주민센터","02-2670-1458","07430","","서울특별시 영등포구 대방천로 169","서울특별시","영등포구","신길6동"
"BE_LiST31-0381","3180060","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 신길7동주민센터","신길7동주민센터","02-2670-1354","07360","","서울특별시 영등포구 여의대방로43길 10","서울특별시","영등포구","신길7동"
"BE_LiST31-0382","3180052","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 양평1동주민센터","양평1동주민센터","02-2670-1191","07272","","서울특별시 영등포구 영등포로11길 12","서울특별시","영등포구","양평1동"
"BE_LiST31-0383","3180053","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 양평2동주민센터","양평2동주민센터","02-2670-1233","07206","","서울특별시 영등포구 양평로20길 8-1","서울특별시","영등포구","양평2동"
"BE_LiST31-0384","3180045","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 여의동주민센터","여의동주민센터","02-2670-1079","07343","","서울특별시 영등포구 국제금융로 124","서울특별시","영등포구","여의동"
"BE_LiST31-0385","3180153","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 영등포동주민센터","영등포동주민센터","02-2670-1450","07253","","서울특별시 영등포구 영등포로53길 22","서울특별시","영등포구","영등포동"
"BE_LiST31-0386","3180152","지자체","8읍면동_동","서울특별시","서울특별시 영등포구 영등포본동주민센터","영등포본동주민센터","02-2670-1024","07307","","서울특별시 영등포구신길로61길","서울특별시","중구","명동"
"BE_LiST31-0387","3020041","지자체","8읍면동_동","서울특별시","서울특별시 용산구 남영동주민센터","남영동주민센터","02-2199-8440","04335","","서울특별시 용산구 두텁바위로 25 (갈월동)","서울특별시","용산구","남영동"
"BE_LiST31-0388","3020058","지자체","8읍면동_동","서울특별시","서울특별시 용산구 보광동주민센터","보광동주민센터","02-2199-8700","04394","","서울특별시 용산구 장문로 95 (보광동)","서울특별시","용산구","보광동"
"BE_LiST31-0389","3020057","지자체","8읍면동_동","서울특별시","서울특별시 용산구 서빙고동주민센터","서빙고동주민센터","02-2199-8680","04398","","서울특별시 용산구 서빙고로 279 (서빙고동)","서울특별시","용산구","서빙고동"
"BE_LiST31-0390","3020047","지자체","8읍면동_동","서울특별시","서울특별시 용산구 용문동주민센터","용문동주민센터","02-2199-8540","04356","","서울특별시 용산구 새창로12길 13 (도원동)","서울특별시","용산구","용문동"
"BE_LiST31-0391","3020040","지자체","8읍면동_동","서울특별시","서울특별시 용산구 용산2가동주민센터","용산2가동주민센터","02-2199-8420","04339","","서울특별시 용산구 신흥로 90 (용산2가동)","서울특별시","용산구","용산2가동"
"BE_LiST31-0392","3020044","지자체","8읍면동_동","서울특별시","서울특별시 용산구 원효로1동주민센터","원효로1동주민센터","02-2199-8480","04368","","서울특별시 용산구 백범로 350 (문배동)","서울특별시","용산구","원효로1동"
"BE_LiST31-0393","3020045","지자체","8읍면동_동","서울특별시","서울특별시 용산구 원효로2동주민센터","원효로2동주민센터","02-2199-8500","04360","","서울특별시 용산구 효창원로8길 3 (산천동)","서울특별시","용산구","원효로2동"
"BE_LiST31-0394","3020051","지자체","8읍면동_동","서울특별시","서울특별시 용산구 이촌1동주민센터","이촌1동주민센터","02-2199-8580","04422","","서울특별시 용산구 이촌로71길 24 (이촌동)","서울특별시","용산구","이촌1동"
"BE_LiST31-0395","3020052","지자체","8읍면동_동","서울특별시","서울특별시 용산구 이촌2동주민센터","이촌2동주민센터","02-2199-8600","04374","","서울특별시 용산구 이촌로18길 20 (이촌동)","서울특별시","용산구","이촌2동"
"BE_LiST31-0396","3020053","지자체","8읍면동_동","서울특별시","서울특별시 용산구 이태원1동주민센터","이태원1동주민센터","02-2199-8620","04406","","서울특별시 용산구 보광로 104-6 (이태원동)","서울특별시","용산구","이태원1동"
"BE_LiST31-0342","3230061","지자체","8읍면동_동","서울특별시","서울특별시 송파구 잠실2동주민센터","잠실2동주민센터","02-2147-4630","05502","","서울특별시 송파구 올림픽로 159 (잠실동)","서울특별시","송파구","잠실2동"
"BE_LiST31-0343","3230062","지자체","8읍면동_동","서울특별시","서울특별시 송파구 잠실3동주민센터","잠실3동주민센터","02-2147-4660","05503","","서울특별시 송파구 잠실로 51-31 (잠실동)","서울특별시","송파구","잠실3동"
"BE_LiST31-0344","3230063","지자체","8읍면동_동","서울특별시","서울특별시 송파구 잠실4동주민센터","잠실4동주민센터","02-2147-4690","05507","","서울특별시 송파구 올림픽로35길 16 (신천동)","서울특별시","송파구","잠실4동"
"BE_LiST31-0345","3230065","지자체","8읍면동_동","서울특별시","서울특별시 송파구 잠실6동주민센터","잠실6동주민센터","02-2147-4720","05504","","서울특별시 송파구 올림픽로35길 120 (신천동)","서울특별시","송파구","잠실6동"
"BE_LiST31-0346","3230066","지자체","8읍면동_동","서울특별시","서울특별시 송파구 잠실7동주민센터","잠실7동주민센터","02-2147-4750","05572","","서울특별시 송파구 올림픽로4길 17 상가2층 (잠실동 아시아선수촌)","서울특별시","송파구","잠실7동"
"BE_LiST31-0347","3230059","지자체","8읍면동_동","서울특별시","서울특별시 송파구 잠실본동주민센터","잠실본동주민센터","02-2147-4600","05568","","서울특별시 송파구 백제고분로15길 9 (잠실동)","서울특별시","송파구","잠실본동"
